name,type,mana_cost,colors,produced_mana,power,tough,keywords,text,legal,rank,png,art,url,usd,usd_foil,eur,avg_synergy
"Nashi, Moon's Legacy",Legendary Creature — Rat Shaman,3.0,"['B', 'G', 'U']",[],3,4,"['Menace', 'Ward']","Menace, ward {1}
Whenever Nashi attacks, exile up to one target legendary or Rat card from your graveyard and copy it. You may cast the copy. (You still pay its costs. A copy of a permanent spell becomes a token.)",1,13640,https://cards.scryfall.io/png/front/8/e/8ebd7ce4-550d-41ab-8559-97efb234a0a1.png?1684340784,https://cards.scryfall.io/art_crop/front/8/e/8ebd7ce4-550d-41ab-8559-97efb234a0a1.jpg?1684340784,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F495630%3Fpage%3D1,0.10,0.11,0.22,96.0
"Hashaton, Scarab's Fist",Legendary Creature — Zombie Wizard,2.0,"['B', 'W']",[],1,3,[],"Whenever you discard a creature card, you may pay {2}{U}. If you do, create a tapped token that's a copy of that card, except it's a 4/4 black Zombie.",1,4622,https://cards.scryfall.io/png/front/0/2/02645651-cd55-4bd0-8a4d-fa257270a0e0.png?1739758834,https://cards.scryfall.io/art_crop/front/0/2/02645651-cd55-4bd0-8a4d-fa257270a0e0.jpg?1739758834,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F614335%3Fpage%3D1,2.83,3.41,3.25,95.0
"Evereth, Viceroy of Plunder",Legendary Creature — Vampire Soldier,3.0,['B'],[],2,2,['Flying'],"Flying
Sacrifice another creature or artifact: Put a +1/+1 counter on Evereth. If the sacrificed permanent was a Treasure, Evereth gains lifelink until end of turn. Activate only as a sorcery.
When Evereth dies, you may pay {1}{B/R}. When you do, Evereth deals damage equal to its power to each opponent.",1,10631,https://cards.scryfall.io/png/front/f/9/f9c9c0be-8c69-45e5-bdcb-e62ddb05e532.png?1730485844,https://cards.scryfall.io/art_crop/front/f/9/f9c9c0be-8c69-45e5-bdcb-e62ddb05e532.jpg?1730485844,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F590299%3Fpage%3D1,8.84,,8.30,95.0
Niv-Mizzet Reborn,Legendary Creature — Dragon Avatar,5.0,"['B', 'G', 'R', 'U', 'W']",[],6,6,['Flying'],"Flying
When Niv-Mizzet enters, reveal the top ten cards of your library. For each color pair, choose a card that's exactly those colors from among them. Put the chosen cards into your hand and the rest on the bottom of your library in a random order.",1,7196,https://cards.scryfall.io/png/front/5/6/56a2609d-b535-400b-81d9-72989a33c70f.png?1582037402,https://cards.scryfall.io/art_crop/front/5/6/56a2609d-b535-400b-81d9-72989a33c70f.jpg?1582037402,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F188514%3Fpage%3D1,0.71,4.04,1.20,95.0
"Giada, Font of Hope",Legendary Creature — Angel,2.0,['W'],['W'],2,2,"['Flying', 'Vigilance']","Flying, vigilance
Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.",1,1657,https://cards.scryfall.io/png/front/8/a/8ae6fc26-cfad-4da8-98d9-49c27c24d293.png?1730489128,https://cards.scryfall.io/art_crop/front/8/a/8ae6fc26-cfad-4da8-98d9-49c27c24d293.jpg?1730489128,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F590826%3Fpage%3D1,1.12,1.26,0.87,95.0
"Jegantha, the Wellspring",Legendary Creature — Elemental Elk,5.0,"['G', 'R']","['B', 'G', 'R', 'U', 'W']",5,5,['Companion'],"Companion — No card in your starting deck has more than one of the same mana symbol in its mana cost. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.)
{T}: Add {W}{U}{B}{R}{G}. This mana can't be spent to pay generic mana costs.",1,4140,https://cards.scryfall.io/png/front/1/d/1d52e527-3835-4350-8c01-0f2d5d623b9c.png?1734350302,https://cards.scryfall.io/art_crop/front/1/d/1d52e527-3835-4350-8c01-0f2d5d623b9c.jpg?1734350302,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F212539%3Fpage%3D1,0.45,1.01,0.58,95.0
Sol Ring,Artifact,1.0,[],['C'],0,0,[],{T}: Add {C}{C}.,1,1,https://cards.scryfall.io/png/front/7/b/7b0ccfd4-f118-4497-9c5a-54cf12000e16.png?1743206094,https://cards.scryfall.io/art_crop/front/7/b/7b0ccfd4-f118-4497-9c5a-54cf12000e16.jpg?1743206094,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624049%3Fpage%3D1,1.10,,0.88,94.0
Kaalia of the Vast,Legendary Creature — Human Cleric,4.0,"['B', 'R', 'W']",[],2,2,['Flying'],"Flying
Whenever Kaalia attacks an opponent, you may put an Angel, Demon, or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.",1,3357,https://cards.scryfall.io/png/front/e/7/e71c8c39-3fbb-4a42-9cf6-b3224f5a56fc.png?1717013745,https://cards.scryfall.io/art_crop/front/e/7/e71c8c39-3fbb-4a42-9cf6-b3224f5a56fc.jpg?1717013745,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F552317%3Fpage%3D1,3.55,4.09,1.52,94.0
"Kenrith, the Returned King",Legendary Creature — Human Noble,5.0,['W'],[],5,5,[],"{R}: All creatures gain trample and haste until end of turn.
{1}{G}: Put a +1/+1 counter on target creature.
{2}{W}: Target player gains 5 life.
{3}{U}: Target player draws a card.
{4}{B}: Put target creature card from a graveyard onto the battlefield under its owner's control.",1,2644,https://cards.scryfall.io/png/front/0/e/0e259db1-14db-4314-998c-6a076a28d8cb.png?1691056044,https://cards.scryfall.io/art_crop/front/0/e/0e259db1-14db-4314-998c-6a076a28d8cb.jpg?1691056044,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F498626%3Fpage%3D1,2.59,,,94.0
"Lathril, Blade of the Elves",Legendary Creature — Elf Noble,4.0,"['B', 'G']",[],2,3,['Menace'],"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Lathril deals combat damage to a player, create that many 1/1 green Elf Warrior creature tokens.
{T}, Tap ten untapped Elves you control: Each opponent loses 10 life and you gain 10 life.",1,2982,https://cards.scryfall.io/png/front/8/d/8d4e5480-a287-4a25-b855-a26dae555b1c.png?1730489505,https://cards.scryfall.io/art_crop/front/8/d/8d4e5480-a287-4a25-b855-a26dae555b1c.jpg?1730489505,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F591742%3Fpage%3D1,0.36,0.44,0.37,94.0
"Pantlaza, Sun-Favored",Legendary Creature — Dinosaur,5.0,"['G', 'R', 'W']",[],4,4,['Discover'],"Whenever Pantlaza or another Dinosaur you control enters, you may discover X, where X is that creature's toughness. Do this only once each turn. (Exile cards from the top of your library until you exile a nonland card with that mana value or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",1,2285,https://cards.scryfall.io/png/front/2/5/2524645e-b066-4351-885b-10faa8d819d7.png?1699972737,https://cards.scryfall.io/art_crop/front/2/5/2524645e-b066-4351-885b-10faa8d819d7.jpg?1699972737,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F524268%3Fpage%3D1,1.72,0.89,1.89,94.0
"Gishath, Sun's Avatar",Legendary Creature — Dinosaur Avatar,8.0,"['G', 'R', 'W']",[],7,6,"['Vigilance', 'Haste', 'Trample']","Vigilance, trample, haste
Whenever Gishath deals combat damage to a player, reveal that many cards from the top of your library. Put any number of Dinosaur creature cards from among them onto the battlefield and the rest on the bottom of your library in a random order.",1,1967,https://cards.scryfall.io/png/front/b/c/bc4a65de-23b5-48f0-b8b7-94608eaced3e.png?1699044539,https://cards.scryfall.io/art_crop/front/b/c/bc4a65de-23b5-48f0-b8b7-94608eaced3e.jpg?1699044539,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F524202%3Fpage%3D1,4.19,5.32,2.66,94.0
The Ever-Changing 'Dane,Legendary Creature — Shapeshifter,3.0,"['B', 'U', 'W']",[],3,3,[],"{1}, Sacrifice another creature: The Ever-Changing 'Dane becomes a copy of the sacrificed creature, except it has this ability.",1,16106,https://cards.scryfall.io/png/front/a/1/a17c5b28-e7d1-4ca6-bf6b-0a4c8b757232.png?1673304908,https://cards.scryfall.io/art_crop/front/a/1/a17c5b28-e7d1-4ca6-bf6b-0a4c8b757232.jpg?1673304908,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F283112%3Fpage%3D1,0.19,0.17,0.19,94.0
"Totentanz, Swarm Piper",Legendary Creature — Human Warlock Bard,3.0,"['B', 'R']",[],2,3,[],"Whenever Totentanz or another nontoken creature you control dies, create a 1/1 black Rat creature token with ""This token can't block.""
{1}{B}: Target attacking Rat you control gains deathtouch until end of turn.",1,6983,https://cards.scryfall.io/png/front/1/4/1422d6db-fe5b-4a89-951a-fbd7985a29fc.png?1692939482,https://cards.scryfall.io/art_crop/front/1/4/1422d6db-fe5b-4a89-951a-fbd7985a29fc.jpg?1692939482,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F512227%3Fpage%3D1,0.09,0.18,0.12,94.0
"Sarkhan, Soul Aflame",Legendary Creature — Human Shaman,3.0,"['R', 'U']",[],2,4,[],"Dragon spells you cast cost {1} less to cast.
Whenever a Dragon you control enters, you may have Sarkhan become a copy of it until end of turn, except its name is Sarkhan, Soul Aflame and it's legendary in addition to its other types.",1,2414,https://cards.scryfall.io/png/front/4/9/49d64e6b-563f-486c-ba04-4a254a9a971d.png?1743207207,https://cards.scryfall.io/art_crop/front/4/9/49d64e6b-563f-486c-ba04-4a254a9a971d.jpg?1743207207,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624964%3Fpage%3D1,1.80,,1.93,93.0
"Oloro, Ageless Ascetic",Legendary Creature — Giant Soldier,6.0,"['B', 'U', 'W']",[],4,5,[],"At the beginning of your upkeep, you gain 2 life.
Whenever you gain life, you may pay {1}. If you do, draw a card and each opponent loses 1 life.
At the beginning of your upkeep, if Oloro is in the command zone, you gain 2 life.",1,6150,https://cards.scryfall.io/png/front/a/b/abf8df47-405c-42d8-be9e-0f0d0a49589b.png?1562931285,https://cards.scryfall.io/art_crop/front/a/b/abf8df47-405c-42d8-be9e-0f0d0a49589b.jpg?1562931285,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F71521%3Fpage%3D1,24.56,,11.28,93.0
"Dromoka, the Eternal",Legendary Creature — Dragon,5.0,"['G', 'W']",[],5,5,"['Bolster', 'Flying']","Flying
Whenever a Dragon you control attacks, bolster 2. (Choose a creature with the least toughness among creatures you control and put two +1/+1 counters on it.)",1,7048,https://cards.scryfall.io/png/front/b/8/b8db6ab8-cd12-431a-bf18-28464cf03509.png?1562621631,https://cards.scryfall.io/art_crop/front/b/8/b8db6ab8-cd12-431a-bf18-28464cf03509.jpg?1562621631,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F139940%3Fpage%3D1,0.42,,0.51,93.0
"O-Kagachi, Vengeful Kami",Legendary Creature — Dragon Spirit,6.0,"['B', 'G', 'R', 'U', 'W']",[],6,6,"['Flying', 'Trample']","Flying, trample
Whenever O-Kagachi deals combat damage to a player, if that player attacked you during their last turn, exile target nonland permanent that player controls.",1,6476,https://cards.scryfall.io/png/front/0/7/07a42ae6-c2ca-4028-a364-70c19ce125b3.png?1673305628,https://cards.scryfall.io/art_crop/front/0/7/07a42ae6-c2ca-4028-a364-70c19ce125b3.jpg?1673305628,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282933%3Fpage%3D1,1.20,,0.75,93.0
"Shorikai, Genesis Engine",Legendary Artifact — Vehicle,4.0,"['U', 'W']",[],8,8,['Crew'],"{1}, {T}: Draw two cards, then discard a card. Create a 1/1 colorless Pilot creature token with ""This token crews Vehicles as though its power were 2 greater.""
Crew 8 (Tap any number of creatures you control with total power 8 or more: This Vehicle becomes an artifact creature until end of turn.)
Shorikai, Genesis Engine can be your commander.",1,1777,https://cards.scryfall.io/png/front/9/6/969ac7dd-f3aa-4888-9ff0-d16a31b5e7a9.png?1653966849,https://cards.scryfall.io/art_crop/front/9/6/969ac7dd-f3aa-4888-9ff0-d16a31b5e7a9.jpg?1653966849,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F263096%3Fpage%3D1,4.66,6.73,2.33,93.0
"Be'lakor, the Dark Master",Legendary Creature — Demon Noble,6.0,"['B', 'R', 'U']",[],6,5,"['Flying', 'Prince of Chaos', 'Lord of Torment']","Flying
Prince of Chaos — When Be'lakor, the Dark Master enters, you draw X cards and you lose X life, where X is the number of Demons you control.
Lord of Torment — Whenever another Demon you control enters, it deals damage equal to its power to any target.",1,6039,https://cards.scryfall.io/png/front/6/2/62b6ecb2-ac7e-4528-b53c-2cb4f1e38349.png?1674058389,https://cards.scryfall.io/art_crop/front/6/2/62b6ecb2-ac7e-4528-b53c-2cb4f1e38349.jpg?1674058389,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F285820%3Fpage%3D1,,18.96,,93.0
The Mycotyrant,Legendary Creature — Elder Fungus,3.0,"['B', 'G']",[],0,0,['Trample'],"Trample
The Mycotyrant's power and toughness are each equal to the number of creatures you control that are Fungi and/or Saprolings.
At the beginning of your end step, create X 1/1 black Fungus creature tokens with ""This token can't block,"" where X is the number of times you descended this turn. (You descend each time a permanent card is put into your graveyard from anywhere.)",1,4583,https://cards.scryfall.io/png/front/c/a/caef93cc-70d0-4cce-9aaa-13c0931b2ef7.png?1699044561,https://cards.scryfall.io/art_crop/front/c/a/caef93cc-70d0-4cce-9aaa-13c0931b2ef7.jpg?1699044561,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F524170%3Fpage%3D1,0.90,1.23,0.85,93.0
"Omnath, Locus of Creation",Legendary Creature — Elemental,4.0,"['G', 'R', 'U', 'W']","['G', 'R', 'U', 'W']",4,4,['Landfall'],"When Omnath enters, draw a card.
Landfall — Whenever a land you control enters, you gain 4 life if this is the first time this ability has resolved this turn. If it's the second time, add {R}{G}{W}{U}. If it's the third time, Omnath deals 4 damage to each opponent and each planeswalker you don't control.",1,3832,https://cards.scryfall.io/png/front/4/e/4e4fb50c-a81f-44d3-93c5-fa9a0b37f617.png?1639436752,https://cards.scryfall.io/art_crop/front/4/e/4e4fb50c-a81f-44d3-93c5-fa9a0b37f617.jpg?1639436752,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F221779%3Fpage%3D1,3.62,3.57,4.53,93.0
Goro-Goro and Satoru,Legendary Creature — Goblin Human,3.0,"['B', 'R', 'U']",[],3,4,[],"Whenever one or more creatures you control that entered this turn deal combat damage to a player, create a 5/5 red Dragon Spirit creature token with flying.
{1}{R}: Creatures you control gain haste until end of turn.",1,7757,https://cards.scryfall.io/png/front/5/b/5b661b53-2e58-4dcc-9100-fc00e0fdb606.png?1727890599,https://cards.scryfall.io/art_crop/front/5/b/5b661b53-2e58-4dcc-9100-fc00e0fdb606.jpg?1727890599,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F484601%3Fpage%3D1,0.84,1.85,0.80,93.0
Iname as One,Legendary Creature — Spirit,12.0,"['B', 'G']",[],8,8,[],"When Iname as One enters, if you cast it from your hand, you may search your library for a Spirit permanent card, put it onto the battlefield, then shuffle.
When Iname as One dies, you may exile it. If you do, return target Spirit permanent card from your graveyard to the battlefield.",1,19412,https://cards.scryfall.io/png/front/4/e/4e13f122-0dfe-42f3-9815-9ae1a29fca99.png?1562493699,https://cards.scryfall.io/art_crop/front/4/e/4e13f122-0dfe-42f3-9815-9ae1a29fca99.jpg?1562493699,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F12455%3Fpage%3D1,1.06,13.66,0.90,93.0
"Karumonix, the Rat King",Legendary Creature — Phyrexian Rat,3.0,['B'],[],3,3,['Toxic'],"Toxic 1 (Players dealt combat damage by this creature also get a poison counter.)
Other Rats you control have toxic 1.
When Karumonix enters, look at the top five cards of your library. You may reveal any number of Rat cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in a random order.",1,3275,https://cards.scryfall.io/png/front/f/1/f16e282d-8941-46c7-a974-c05b6f73c964.png?1675957034,https://cards.scryfall.io/art_crop/front/f/1/f16e282d-8941-46c7-a974-c05b6f73c964.jpg?1675957034,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F478439%3Fpage%3D1,0.64,0.90,0.49,93.0
"Sauron, the Dark Lord",Legendary Creature — Avatar Horror,6.0,"['B', 'R', 'U']",[],7,6,"['Amass', 'Ward']","Ward—Sacrifice a legendary artifact or legendary creature.
Whenever an opponent casts a spell, amass Orcs 1.
Whenever an Army you control deals combat damage to a player, the Ring tempts you.
Whenever the Ring tempts you, you may discard your hand. If you do, draw four cards.",1,2798,https://cards.scryfall.io/png/front/0/3/034e0929-b2c7-4b5f-94f2-8eaf4fb1a2a1.png?1693611218,https://cards.scryfall.io/art_crop/front/0/3/034e0929-b2c7-4b5f-94f2-8eaf4fb1a2a1.jpg?1693611218,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F498381%3Fpage%3D1,13.97,21.32,6.98,92.0
"Shelob, Child of Ungoliant",Legendary Creature — Spider Demon,6.0,"['B', 'G']",[],8,8,"['Food', 'Ward', 'Deathtouch']","Deathtouch, ward {2}
Other Spiders you control have deathtouch and ward {2}.
Whenever another creature dealt damage this turn by a Spider you controlled dies, create a token that's a copy of that creature, except it's a Food artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life,"" and it loses all other card types.",1,5027,https://cards.scryfall.io/png/front/a/1/a14c4b29-3363-45ce-9190-0f79e1a0ef7f.png?1686970060,https://cards.scryfall.io/art_crop/front/a/1/a14c4b29-3363-45ce-9190-0f79e1a0ef7f.jpg?1686970060,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F499222%3Fpage%3D1,0.63,1.28,0.36,92.0
