usd,name,synergy,type,mana_cost,colors,produced_mana,power,tough,keywords,rarity,text,rank,png,art,url
34.68,Smothering Tithe,8814,Enchantment,{3}{W},W,"B,G,R,U,W",,,Treasure,mythic,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",48,https://cards.scryfall.io/png/front/8/6/861b5889-0183-4bee-afeb-a4b2aa700a8e.png?1689996018,https://cards.scryfall.io/art_crop/front/8/6/861b5889-0183-4bee-afeb-a4b2aa700a8e.jpg?1689996018,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F504559%3Fpage%3D1
1.1,Sol Ring,31161,Artifact,{1},,C,,,,uncommon,{T}: Add {C}{C}.,1,https://cards.scryfall.io/png/front/7/b/7b0ccfd4-f118-4497-9c5a-54cf12000e16.png?1743206094,https://cards.scryfall.io/art_crop/front/7/b/7b0ccfd4-f118-4497-9c5a-54cf12000e16.jpg?1743206094,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624049%3Fpage%3D1
0.15,Solemn Simulacrum,2219.1,Artifact Creature — Golem,{4},,,2,2,,rare,"When this creature enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
When this creature dies, you may draw a card.",35,https://cards.scryfall.io/png/front/c/b/cb1563a1-c8dc-4fcb-b9c8-e7432235d31e.png?1743207347,https://cards.scryfall.io/art_crop/front/c/b/cb1563a1-c8dc-4fcb-b9c8-e7432235d31e.jpg?1743207347,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624344%3Fpage%3D1
10.55,Spara's Headquarters,7052.4,Land — Forest Plains Island,,,"G,U,W",,,Cycling,rare,"({T}: Add {G}, {W}, or {U}.)
This land enters tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",353,https://cards.scryfall.io/png/front/7/3/7363f1fb-9af3-4212-921f-d59533faf0e5.png?1664414585,https://cards.scryfall.io/art_crop/front/7/3/7363f1fb-9af3-4212-921f-d59533faf0e5.jpg?1664414585,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F265348%3Fpage%3D1
12.2,Spectator Seating,1089.6,Land,,,"R,W",,,,rare,"This land enters tapped unless you have two or more opponents.
{T}: Add {R} or {W}.",164,https://cards.scryfall.io/png/front/d/c/dcf3140f-d5c8-45ff-8be4-622b1a129b3d.png?1689999977,https://cards.scryfall.io/art_crop/front/d/c/dcf3140f-d5c8-45ff-8be4-622b1a129b3d.jpg?1689999977,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505828%3Fpage%3D1
10.88,Spire Garden,1461.6,Land,,,"G,R",,,,rare,"This land enters tapped unless you have two or more opponents.
{T}: Add {R} or {G}.",179,https://cards.scryfall.io/png/front/7/2/72aed540-7833-4442-90a9-aa5468014c65.png?1674138245,https://cards.scryfall.io/art_crop/front/7/2/72aed540-7833-4442-90a9-aa5468014c65.jpg?1674138245,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F267054%3Fpage%3D1
13.57,Steam Vents,11773.8,Land — Island Mountain,,,"R,U",,,,rare,"({T}: Add {U} or {R}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",80,https://cards.scryfall.io/png/front/6/6/66d618f4-443c-4a6c-8cbd-5d4ea96b2cd4.png?1702429824,https://cards.scryfall.io/art_crop/front/6/6/66d618f4-443c-4a6c-8cbd-5d4ea96b2cd4.jpg?1702429824,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517660%3Fpage%3D1
0.24,Steel Hellkite,682,Artifact Creature — Dragon,{6},,,5,5,Flying,rare,"Flying
{2}: This creature gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with mana value X whose controller was dealt combat damage by this creature this turn. Activate only once each turn.",740,https://cards.scryfall.io/png/front/5/4/548cbc66-d915-4b94-86da-4c909a1ce645.png?1743207359,https://cards.scryfall.io/art_crop/front/5/4/548cbc66-d915-4b94-86da-4c909a1ce645.jpg?1743207359,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624967%3Fpage%3D1
15.01,Stomping Ground,14444.8,Land — Mountain Forest,,,"G,R",,,,rare,"({T}: Add {R} or {G}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",78,https://cards.scryfall.io/png/front/8/7/872301b2-b6e7-4972-a479-66a7e304c1d3.png?1702429826,https://cards.scryfall.io/art_crop/front/8/7/872301b2-b6e7-4972-a479-66a7e304c1d3.jpg?1702429826,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517648%3Fpage%3D1
0.64,Sulfur Falls,3783,Land,,,"R,U",,,,rare,"This land enters tapped unless you control an Island or a Mountain.
{T}: Add {U} or {R}.",106,https://cards.scryfall.io/png/front/3/3/33399b6b-67ae-499c-81aa-35132509d2d8.png?1743207753,https://cards.scryfall.io/art_crop/front/3/3/33399b6b-67ae-499c-81aa-35132509d2d8.jpg?1743207753,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624218%3Fpage%3D1
0.19,Sunken Hollow,5601.2,Land — Island Swamp,,,"B,U",,,,rare,"({T}: Add {U} or {B}.)
This land enters tapped unless you control two or more basic lands.",82,https://cards.scryfall.io/png/front/4/4/44f3e367-0dff-4cdb-b23a-52aa57fee946.png?1743207761,https://cards.scryfall.io/art_crop/front/4/4/44f3e367-0dff-4cdb-b23a-52aa57fee946.jpg?1743207761,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624476%3Fpage%3D1
1.06,Swiftfoot Boots,8698.8,Artifact — Equipment,{2},,,,,Equip,uncommon,"Equipped creature has hexproof and haste. (It can't be the target of spells or abilities your opponents control. It can attack and {T} no matter when it came under your control.)
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",12,https://cards.scryfall.io/png/front/1/9/1969b151-3192-4d35-80ca-c4e180601ec8.png?1743207367,https://cards.scryfall.io/art_crop/front/1/9/1969b151-3192-4d35-80ca-c4e180601ec8.jpg?1743207367,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624614%3Fpage%3D1
0.82,Swords to Plowshares,19565,Instant,{W},W,,,,,uncommon,Exile target creature. Its controller gains life equal to its power.,11,https://cards.scryfall.io/png/front/f/8/f87cf997-14b5-4a2c-a7d1-34b7de6561a2.png?1743206210,https://cards.scryfall.io/art_crop/front/f/8/f87cf997-14b5-4a2c-a7d1-34b7de6561a2.jpg?1743206210,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624152%3Fpage%3D1
0.46,Talisman of Conviction,3116.4,Artifact,{2},,"C,R,W",,,,uncommon,"{T}: Add {C}.
{T}: Add {R} or {W}. This artifact deals 1 damage to you.",170,https://cards.scryfall.io/png/front/e/f/efeafc9d-a953-4915-8342-725836d0f645.png?1743207371,https://cards.scryfall.io/art_crop/front/e/f/efeafc9d-a953-4915-8342-725836d0f645.jpg?1743207371,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624345%3Fpage%3D1
0.75,Talisman of Creativity,4537.4,Artifact,{2},,"C,R,U",,,,uncommon,"{T}: Add {C}.
{T}: Add {U} or {R}. This artifact deals 1 damage to you.",121,https://cards.scryfall.io/png/front/b/f/bfe00640-e775-4b2e-91a8-081c7ec0125c.png?1743207377,https://cards.scryfall.io/art_crop/front/b/f/bfe00640-e775-4b2e-91a8-081c7ec0125c.jpg?1743207377,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624968%3Fpage%3D1
0.27,Talisman of Curiosity,1927.2,Artifact,{2},,"C,G,U",,,,uncommon,"{T}: Add {C}.
{T}: Add {G} or {U}. This artifact deals 1 damage to you.",423,https://cards.scryfall.io/png/front/8/3/8388c4e8-bda1-47e5-8df2-ddec5babcaf9.png?1706241095,https://cards.scryfall.io/art_crop/front/8/3/8388c4e8-bda1-47e5-8df2-ddec5babcaf9.jpg?1706241095,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F535748%3Fpage%3D1
0.75,Talisman of Dominance,4671.8,Artifact,{2},,"B,C,U",,,,uncommon,"{T}: Add {C}.
{T}: Add {U} or {B}. This artifact deals 1 damage to you.",95,https://cards.scryfall.io/png/front/f/6/f6c8e0b5-218e-41dd-8b09-2d4aaec2c979.png?1706241098,https://cards.scryfall.io/art_crop/front/f/6/f6c8e0b5-218e-41dd-8b09-2d4aaec2c979.jpg?1706241098,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F535809%3Fpage%3D1
0.89,Talisman of Hierarchy,3818.4,Artifact,{2},,"B,C,W",,,,uncommon,"{T}: Add {C}.
{T}: Add {W} or {B}. This artifact deals 1 damage to you.",152,https://cards.scryfall.io/png/front/7/a/7a283444-2cb5-4dd2-8d20-e8cb90ac0ffe.png?1743207385,https://cards.scryfall.io/art_crop/front/7/a/7a283444-2cb5-4dd2-8d20-e8cb90ac0ffe.jpg?1743207385,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624346%3Fpage%3D1
0.39,Talisman of Impulse,2184,Artifact,{2},,"C,G,R",,,,uncommon,"{T}: Add {C}.
{T}: Add {R} or {G}. This artifact deals 1 damage to you.",637,https://cards.scryfall.io/png/front/5/1/5135919f-7b10-4a2e-a98a-83ed1347ad36.png?1743207387,https://cards.scryfall.io/art_crop/front/5/1/5135919f-7b10-4a2e-a98a-83ed1347ad36.jpg?1743207387,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624969%3Fpage%3D1
2.03,Talisman of Indulgence,3940.8,Artifact,{2},,"B,C,R",,,,uncommon,"{T}: Add {C}.
{T}: Add {B} or {R}. This artifact deals 1 damage to you.",140,https://cards.scryfall.io/png/front/d/a/daf69185-96cf-4523-be1d-1fe90fc63ab7.png?1726285334,https://cards.scryfall.io/art_crop/front/d/a/daf69185-96cf-4523-be1d-1fe90fc63ab7.jpg?1726285334,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579115%3Fpage%3D1
0.35,Talisman of Progress,3124.8,Artifact,{2},,"C,U,W",,,,uncommon,"{T}: Add {C}.
{T}: Add {W} or {U}. This artifact deals 1 damage to you.",169,https://cards.scryfall.io/png/front/9/d/9d6a5ed4-54b3-4660-8d41-953336f2fe74.png?1743207397,https://cards.scryfall.io/art_crop/front/9/d/9d6a5ed4-54b3-4660-8d41-953336f2fe74.jpg?1743207397,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624201%3Fpage%3D1
0.18,Talisman of Resilience,1953.6,Artifact,{2},,"B,C,G",,,,uncommon,"{T}: Add {C}.
{T}: Add {B} or {G}. This artifact deals 1 damage to you.",493,https://cards.scryfall.io/png/front/e/f/eff598b0-0b32-41d0-b980-584576e58626.png?1726285335,https://cards.scryfall.io/art_crop/front/e/f/eff598b0-0b32-41d0-b980-584576e58626.jpg?1726285335,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F579118%3Fpage%3D1
0.33,Tear Asunder,517.5,Instant,{1}{G},G,,,,Kicker,uncommon,"Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.)
Exile target artifact or enchantment. If this spell was kicked, exile target nonland permanent instead.",1178,https://cards.scryfall.io/png/front/e/b/ebaf248b-37ff-4c28-9c47-ac7434d80e6e.png?1743207030,https://cards.scryfall.io/art_crop/front/e/b/ebaf248b-37ff-4c28-9c47-ac7434d80e6e.jpg?1743207030,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624473%3Fpage%3D1
51.11,Teferi's Protection,7979.4,Instant,{2}{W},W,,,,,rare,"Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)
Exile Teferi's Protection.",77,https://cards.scryfall.io/png/front/4/8/483fa1cb-1e35-44f2-a143-98c0f107f5ca.png?1673147148,https://cards.scryfall.io/art_crop/front/4/8/483fa1cb-1e35-44f2-a143-98c0f107f5ca.jpg?1673147148,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F276254%3Fpage%3D1
13.2,Temple Garden,13689,Land — Forest Plains,,,"G,W",,,,rare,"({T}: Add {G} or {W}.)
As this land enters, you may pay 2 life. If you don't, it enters tapped.",87,https://cards.scryfall.io/png/front/1/8/18d2e383-d380-4d18-8aad-bd8ea093a16c.png?1702429828,https://cards.scryfall.io/art_crop/front/1/8/18d2e383-d380-4d18-8aad-bd8ea093a16c.jpg?1702429828,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F517642%3Fpage%3D1
0.2,Temple of the Dragon Queen,954.5,Land,,,"B,G,R,U,W",,,,uncommon,"As this land enters, you may reveal a Dragon card from your hand. This land enters tapped unless you revealed a Dragon card this way or you control a Dragon.
As this land enters, choose a color.
{T}: Add one mana of the chosen color.",2539,https://cards.scryfall.io/png/front/9/1/91658f56-12c9-4173-94ad-dfd186b1dbae.png?1743511747,https://cards.scryfall.io/art_crop/front/9/1/91658f56-12c9-4173-94ad-dfd186b1dbae.jpg?1743511747,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624970%3Fpage%3D1
2.16,Temur Ascendancy,10124.6,Enchantment,{G}{U}{R},"G,R,U",,,,,rare,"Creatures you control have haste.
Whenever a creature you control with power 4 or greater enters, you may draw a card.",902,https://cards.scryfall.io/png/front/5/c/5cedb54a-a6f6-48aa-acdf-01c988c1c37d.png?1743207231,https://cards.scryfall.io/art_crop/front/5/c/5cedb54a-a6f6-48aa-acdf-01c988c1c37d.jpg?1743207231,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624965%3Fpage%3D1
0.36,Terminate,4061.2,Instant,{B}{R},"B,R",,,,,common,Destroy target creature. It can't be regenerated.,221,https://cards.scryfall.io/png/front/0/4/0476ea45-ee6d-41c6-93b8-50f92cb37b78.png?1673305697,https://cards.scryfall.io/art_crop/front/0/4/0476ea45-ee6d-41c6-93b8-50f92cb37b78.jpg?1673305697,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F283009%3Fpage%3D1
36.95,Terror of the Peaks,3674.1,Creature — Dragon,{3}{R}{R},R,,5,4,Flying,mythic,"Flying
Spells your opponents cast that target this creature cost an additional 3 life to cast.
Whenever another creature you control enters, this creature deals damage equal to that creature's power to any target.",527,https://cards.scryfall.io/png/front/9/0/904ff94a-4db4-44a6-8593-89c32905b3fc.png?1712355862,https://cards.scryfall.io/art_crop/front/9/0/904ff94a-4db4-44a6-8593-89c32905b3fc.jpg?1712355862,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F544402%3Fpage%3D1
5.03,Teval's Judgment,728.2,Enchantment,{2}{B},B,,,,Treasure,rare,"Whenever one or more cards leave your graveyard, choose one that hasn't been chosen this turn —
• Draw a card.
• Create a Treasure token.
• Create a 2/2 black Zombie Druid creature token.",8879,https://cards.scryfall.io/png/front/4/0/40ed0cef-8ff6-4169-a9f3-7dd5cf56b79f.png?1743205783,https://cards.scryfall.io/art_crop/front/4/0/40ed0cef-8ff6-4169-a9f3-7dd5cf56b79f.jpg?1743205783,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624417%3Fpage%3D1
1.18,Teysa Karlov,993.6,Legendary Creature — Human Advisor,{2}{W}{B},"B,W",,2,4,,rare,"If a creature dying causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Creature tokens you control have vigilance and lifelink.",1145,https://cards.scryfall.io/png/front/c/d/cd14f1ce-7fcd-485c-b7ca-01c5b45fdc01.png?1689999296,https://cards.scryfall.io/art_crop/front/c/d/cd14f1ce-7fcd-485c-b7ca-01c5b45fdc01.jpg?1689999296,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F505594%3Fpage%3D1
4.85,Thalia and The Gitrog Monster,491.2,Legendary Creature — Human Frog Horror,{1}{W}{B}{G},"B,G,W",,4,4,"First strike,Deathtouch",mythic,"First strike, deathtouch
You may play an additional land on each of your turns.
Creatures and nonbasic lands your opponents control enter tapped.
Whenever Thalia and The Gitrog Monster attacks, sacrifice a creature or land, then draw a card.",2591,https://cards.scryfall.io/png/front/8/d/8d7ff937-de92-445f-976c-726fef5c91cc.png?1682205702,https://cards.scryfall.io/art_crop/front/8/d/8d7ff937-de92-445f-976c-726fef5c91cc.jpg?1682205702,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F484556%3Fpage%3D1
0.19,The Ever-Changing 'Dane,286,Legendary Creature — Shapeshifter,{W}{U}{B},"B,U,W",,3,3,,rare,"{1}, Sacrifice another creature: The Ever-Changing 'Dane becomes a copy of the sacrificed creature, except it has this ability.",16106,https://cards.scryfall.io/png/front/a/1/a17c5b28-e7d1-4ca6-bf6b-0a4c8b757232.png?1673304908,https://cards.scryfall.io/art_crop/front/a/1/a17c5b28-e7d1-4ca6-bf6b-0a4c8b757232.jpg?1673304908,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F283112%3Fpage%3D1
37.33,The First Sliver,288.6,Legendary Creature — Sliver,{W}{U}{B}{R}{G},"B,G,R,U,W",,7,7,Cascade,mythic,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)
Sliver spells you cast have cascade.",3865,https://cards.scryfall.io/png/front/0/6/06d4fbe1-8a2f-4958-bb85-1a1e5f1e8d87.png?1562202321,https://cards.scryfall.io/art_crop/front/0/6/06d4fbe1-8a2f-4958-bb85-1a1e5f1e8d87.jpg?1562202321,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F190877%3Fpage%3D1
3.44,The Gitrog Monster,348.8,Legendary Creature — Frog Horror,{3}{B}{G},"B,G",,6,6,Deathtouch,mythic,"Deathtouch
At the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land.
You may play an additional land on each of your turns.
Whenever one or more land cards are put into your graveyard from anywhere, draw a card.",1233,https://cards.scryfall.io/png/front/c/6/c65d38ac-91a3-4407-8517-d8edeefbc89b.png?1736468507,https://cards.scryfall.io/art_crop/front/c/6/c65d38ac-91a3-4407-8517-d8edeefbc89b.jpg?1736468507,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F609683%3Fpage%3D1
0.27,The Necrobloom,336,Legendary Creature — Plant,{1}{W}{B}{G},"B,G,W",,2,7,"Mill,Landfall",rare,"Landfall — Whenever a land you control enters, create a 0/1 green Plant creature token. If you control seven or more lands with different names, create a 2/2 black Zombie creature token instead.
Land cards in your graveyard have dredge 2. (You may return a land card from your graveyard to your hand and mill two cards instead of drawing a card.)",4381,https://cards.scryfall.io/png/front/8/f/8fcf68cf-0dac-4b29-90d5-c18c685182e6.png?1717012767,https://cards.scryfall.io/art_crop/front/8/f/8fcf68cf-0dac-4b29-90d5-c18c685182e6.jpg?1717012767,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F552459%3Fpage%3D1
61.76,The Ur-Dragon,10985,Legendary Creature — Dragon Avatar,{4}{W}{U}{B}{R}{G},"B,G,R,U,W",,10,10,"Flying,Eminence",mythic,"Eminence — As long as The Ur-Dragon is in the command zone or on the battlefield, other Dragon spells you cast cost {1} less to cast.
Flying
Whenever one or more Dragons you control attack, draw that many cards, then you may put a permanent card from your hand onto the battlefield.",2443,https://cards.scryfall.io/png/front/1/0/10d42b35-844f-4a64-9981-c6118d45e826.png?1689999317,https://cards.scryfall.io/art_crop/front/1/0/10d42b35-844f-4a64-9981-c6118d45e826.jpg?1689999317,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F484935%3Fpage%3D1
,The Wise Mothman,1033.2,Legendary Creature — Insect Mutant,{1}{B}{G}{U},"B,G,U",,3,3,Flying,mythic,"Flying
Whenever The Wise Mothman enters or attacks, each player gets a rad counter.
Whenever one or more nonland cards are milled, put a +1/+1 counter on each of up to X target creatures, where X is the number of nonland cards milled this way.",4179,https://cards.scryfall.io/png/front/3/d/3d6d6944-a364-41c2-b824-7a1bf6ad0d1e.png?1710673435,https://cards.scryfall.io/art_crop/front/3/d/3d6d6944-a364-41c2-b824-7a1bf6ad0d1e.jpg?1710673435,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F523032%3Fpage%3D1
4.65,The World Tree,10100.8,Land,,,"B,G,R,U,W",,,,rare,"This land enters tapped.
{T}: Add {G}.
As long as you control six or more lands, lands you control have ""{T}: Add one mana of any color.""
{W}{W}{U}{U}{B}{B}{R}{R}{G}{G}, {T}, Sacrifice this land: Search your library for any number of God cards, put them onto the battlefield, then shuffle.",682,https://cards.scryfall.io/png/front/a/7/a70cb6d9-3955-4064-917b-11dec26440c5.png?1631053286,https://cards.scryfall.io/art_crop/front/a/7/a70cb6d9-3955-4064-917b-11dec26440c5.jpg?1631053286,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F230165%3Fpage%3D1
0.26,Thrakkus the Butcher,2188.8,Legendary Creature — Dragon Peasant,{3}{R}{G},"G,R",,3,4,Trample,uncommon,"Trample
Whenever Thrakkus attacks, double the power of each Dragon you control until end of turn.",2089,https://cards.scryfall.io/png/front/2/2/2255d1e4-f387-4187-8c10-7d0009f6ec79.png?1705977507,https://cards.scryfall.io/art_crop/front/2/2/2255d1e4-f387-4187-8c10-7d0009f6ec79.jpg?1705977507,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F272791%3Fpage%3D1
6.83,Three Visits,10368.6,Sorcery,{1}{G},G,,,,,uncommon,"Search your library for a Forest card, put it onto the battlefield, then shuffle.",43,https://cards.scryfall.io/png/front/4/e/4ee4ea37-621f-4ef7-b220-f4da3008e399.png?1712354640,https://cards.scryfall.io/art_crop/front/4/e/4ee4ea37-621f-4ef7-b220-f4da3008e399.jpg?1712354640,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F545211%3Fpage%3D1
1.95,Thundermane Dragon,574.2,Creature — Dragon,{3}{R},R,,4,4,Flying,rare,"Flying
You may look at the top card of your library any time.
You may cast creature spells with power 4 or greater from the top of your library. If you cast a creature spell this way, it gains haste until end of turn.",10112,https://cards.scryfall.io/png/front/7/c/7ca93b31-d6ec-4265-b2ff-d46090086f07.png?1743205821,https://cards.scryfall.io/art_crop/front/7/c/7ca93b31-d6ec-4265-b2ff-d46090086f07.jpg?1743205821,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F624923%3Fpage%3D1
37.61,Tiamat,7238.4,Legendary Creature — Dragon God,{2}{W}{U}{B}{R}{G},"B,G,R,U,W",,7,7,Flying,mythic,"Flying
When Tiamat enters, if you cast it, search your library for up to five Dragon cards not named Tiamat that each have different names, reveal them, put them into your hand, then shuffle.",2806,https://cards.scryfall.io/png/front/6/d/6dd0b9b0-55f4-4ce7-a916-6f23687f3fe4.png?1627709478,https://cards.scryfall.io/art_crop/front/6/d/6dd0b9b0-55f4-4ce7-a916-6f23687f3fe4.jpg?1627709478,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F239195%3Fpage%3D1
2.09,Tireless Provisioner,909,Creature — Elf Scout,{2}{G},G,"B,G,R,U,W",3,2,"Treasure,Food,Landfall",uncommon,"Landfall — Whenever a land you control enters, create a Food token or a Treasure token. (Food is an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."" Treasure is an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",183,https://cards.scryfall.io/png/front/a/1/a1e048e0-19d2-4076-892d-f8b3104dee37.png?1682209630,https://cards.scryfall.io/art_crop/front/a/1/a1e048e0-19d2-4076-892d-f8b3104dee37.jpg?1682209630,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F491647%3Fpage%3D1
28.63,Twinflame Tyrant,1298.7,Creature — Dragon,{3}{R}{R},R,,3,5,Flying,mythic,"Flying
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead.",2117,https://cards.scryfall.io/png/front/1/e/1eb34f51-0bd2-43c3-af95-2ce8dabcc7bb.png?1730488954,https://cards.scryfall.io/art_crop/front/1/e/1eb34f51-0bd2-43c3-af95-2ce8dabcc7bb.jpg?1730488954,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F589380%3Fpage%3D1
11.19,Two-Headed Hellkite,2780,Creature — Dragon,{1}{W}{U}{B}{R}{G},"B,G,R,U,W",,5,5,"Flying,Haste,Menace",rare,"Flying, menace, haste
Whenever this creature attacks, draw two cards.",3611,https://cards.scryfall.io/png/front/8/d/8d5cf3a1-2228-4143-b07d-de082380b5e7.png?1673304776,https://cards.scryfall.io/art_crop/front/8/d/8d5cf3a1-2228-4143-b07d-de082380b5e7.jpg?1673304776,https://partner.tcgplayer.com/c/4931599/1830156/21018?subId1=api&u=https%3A%2F%2Fwww.tcgplayer.com%2Fproduct%2F282896%3Fpage%3D1
